latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.6,129.7,96800.0,30.900000000000002
25.0,128.8,96700.0,31.900000000000002
25.3,128.0,96600.0,28.3
25.8,127.60000000000001,96200.0,32.4
25.900000000000002,126.9,95800.0,30.900000000000002
26.1,126.2,95300.0,36.0
26.2,125.3,95100.0,38.1
26.1,124.5,95000.0,39.1
26.3,124.0,95200.0,40.1
26.3,123.3,94900.0,47.300000000000004
26.1,122.60000000000001,95300.0,33.4
25.8,122.2,95900.0,37.0
25.900000000000002,122.2,95900.0,38.1
25.900000000000002,121.9,95600.0,40.1
26.1,122.2,95900.0,35.5
26.8,122.5,96200.0,32.9
27.8,122.7,96700.0,26.8
28.2,122.60000000000001,97100.0,26.200000000000003
28.5,122.5,97300.0,25.200000000000003
28.900000000000002,122.5,97400.0,24.700000000000003
29.2,122.8,97500.0,25.200000000000003
29.7,123.10000000000001,97400.0,25.200000000000003
30.3,123.10000000000001,97500.0,24.200000000000003
30.5,122.9,97400.0,24.700000000000003
30.6,123.3,97700.0,22.1
30.6,123.9,97600.0,24.700000000000003
31.1,124.7,97500.0,25.200000000000003
31.2,125.4,97400.0,24.700000000000003
31.6,126.3,97400.0,25.200000000000003
32.0,126.8,97100.0,26.8
32.4,127.4,97000.0,27.8
32.7,127.8,96600.0,30.900000000000002
33.2,128.6,96800.0,29.3
34.1,129.6,96600.0,35.0
35.300000000000004,131.0,96300.0,39.1
37.2,132.9,96700.0,37.0
39.9,135.6,96900.0,38.1
43.0,139.4,97200.0,40.6
45.5,144.6,98400.0,27.3
