latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.7,91.9,988.0,20.1
22.0,90.7,989.0,17.0
22.6,89.60000000000001,988.0,17.0
22.6,89.60000000000001,988.0,16.5
23.400000000000002,88.4,987.0,15.4
23.6,87.3,990.0,13.9
23.7,86.10000000000001,989.0,13.4
23.6,85.4,993.0,12.9
23.7,84.5,992.0,13.9
22.6,83.8,993.0,13.9
23.3,83.3,992.0,12.4
23.7,84.0,995.0,11.3
24.1,84.0,994.0,10.8
25.5,82.2,995.0,8.200000000000001
25.7,81.2,998.0,7.2
25.900000000000002,81.10000000000001,997.0,7.2
26.2,81.2,999.0,9.8
26.3,80.5,996.0,7.2
26.8,80.8,999.0,7.2
26.0,80.5,997.0,6.7
25.8,82.10000000000001,996.0,7.2
25.900000000000002,82.5,998.0,6.2
26.8,83.2,998.0,7.2
26.8,83.10000000000001,998.0,5.7
26.6,81.5,998.0,8.200000000000001
26.1,81.4,1000.0,7.2
25.8,81.7,998.0,6.2
25.900000000000002,78.60000000000001,998.0,8.8
25.6,79.5,1001.0,6.7
25.6,80.3,999.0,7.7
25.7,80.4,1001.0,8.200000000000001
