latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.7,91.4,98900.0,17.0
21.400000000000002,90.8,98800.0,20.6
22.1,90.2,98600.0,20.1
23.8,88.9,99000.0,13.9
23.5,87.2,98900.0,14.9
24.6,85.0,99100.0,13.9
24.7,84.2,98900.0,17.0
24.900000000000002,83.8,99200.0,13.9
25.2,82.7,99200.0,11.3
25.3,82.60000000000001,99500.0,9.3
25.900000000000002,82.5,99400.0,9.3
25.900000000000002,82.4,99700.0,8.200000000000001
26.0,82.10000000000001,99700.0,7.7
25.6,82.3,99900.0,11.3
25.8,82.9,99700.0,8.8
27.0,83.9,100000.0,7.7
26.0,84.60000000000001,100100.0,5.7
26.3,81.9,99800.0,6.7
27.0,83.10000000000001,99800.0,7.7
26.8,83.0,99600.0,6.7
26.900000000000002,83.0,99800.0,6.7
26.5,82.10000000000001,99600.0,10.3
26.6,83.5,99700.0,8.200000000000001
27.0,83.10000000000001,99500.0,7.7
26.900000000000002,83.2,99800.0,6.7
26.8,83.10000000000001,99700.0,7.2
26.8,82.9,99900.0,8.200000000000001
26.900000000000002,83.60000000000001,99700.0,7.7
26.900000000000002,83.7,100000.0,5.1000000000000005
26.900000000000002,83.4,100000.0,4.6000000000000005
27.0,83.60000000000001,100000.0,4.1000000000000005
26.1,82.7,100200.0,4.1000000000000005
